id,name,addr:block,addr:city,addr:country,addr:district,addr:full,addr:hamlet,addr:housename,addr:housenumber,addr:postcode,addr:state,addr:street,addr:subdistrict,addr:suburb,addr:unit,alt_name,amenity,barrier,beds,building,building:levels,check_date,comment,contact:email,contact:facebook,contact:instagram,contact:mobile,contact:nodal_officer_email,contact:nodal_officer_mobile,contact:phone,contact:twitter,description,designation,email,emergency,fax,fixme,full_name,healthcare,healthcare:speciality,heritage,heritage:operator,heritage:website,int_name,internet_access,landmark,landuse,mobile,name:bn,name:en,name:etymology:wikidata,name:hi,name:kn,name:ml,name:ta,name:ur,nohousenumber,note,official_name,official_name:etymology:wikidata,old_name,old_name:kn,opening_hours,operator,operator:short,operator:type,operator:wikidata,operator:wikipedia,phone,ref:nmma,research,short_name,source,start_date,toilets:wheelchair,type,ups_hospital,website,wheelchair,wikidata,wikimedia_commons,wikipedia,latitude,longitude
6934325866,Nagamani Hospitals Private Limited,,,,Chennai,"# 116,118, Rajarathinam Saalai, (G.A. Road)",,,,600021,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.117412,80.289427
6934325876,Nalamm Hospital Pvt Ltd,,,,Chennai,"10A/3 I Cross Street, M K B Nagar",,,,600039,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.1184216,80.2610184
6934340659,New Hope Indian Specilaity Hospital,,,,Chennai,"No 1051, Poonamallee High Road, Arumbakkam",,,,600106,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0777579,80.2414826
6934340664,New Hope Medical Centre Pvt. Ltd,,,,Chennai,"No. 814, Poonamallee High Road, Kilpauk",,,,600010,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0776821,80.2415201
6934340665,Nichani Health Centre,,,,Chennai,"10, Arthoon Road Royapuram",,,,600013,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.111251,80.2940284
6934347087,Apollo Childrens Hospital,,,,Chennai,"No.15, Thousand Lights, Shafee Mohammed Road",,,,600006,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,enquiry@apollohospitals.com,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,OpenGovernmentData,,,node,,https://www.apollohospitals.com/Apollo_Children/,,,,,13.060131,80.2523656
6934407803,Shri Balaji Hospital - Chennai,,,,Chennai,"No-36, Brickkiln Road Near Abirani Theatre",,,,600012,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0919709,80.2511633
6935272552,Dr. Agarwal's Eye Hospital,,,,Chennai,"No. 11, M C. Nichols Road, 4Th Lane, Opposite To Chetpet Police Station Chetpet",,,,600031,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Agarwal's Eye Hospital,,private,Q17052044,,,,,,OpenGovernmentData,,,node,,,,,,,13.074266,80.2382156
6936134771,"Sankara Nethralaya, Chennai",,,,Chennai,"(A Unit Of Medical Research Foundation)41/18, College Road, Nungambakkam",,,,600006,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0670837,80.2505444
6936316468,Tosh Hospitals Private Limited,,,,Chennai,"No.34/72, Ormes Road, Kilpauk",,,,600010,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0827016,80.2424652
6936339695,Sundaram Cancer Centre,,,,Chennai,"Flat1/B,Ii Floor,Old#No191,New#297,Precision Diagnostics Complex,Periyar Evr Salai(P.H.Road)Kilpauk",,,,600010,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.07604,80.2366224
6936339822,Avm Medical Ent Research Foundation Pvt Ltd,,,,Chennai,"3, P S Sivasami Salai Mylapore",,,,600004,Tamil Nadu,,Mylapore,,,,hospital,,,,,,,,,,,,,,,,,avmmerf@sify.com;ravikv@mail.com,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,OpenGovernmentData,,,node,,https://avmmerf.in/contact.php,,,,,13.0441485,80.2637114
6936356289,"Aditya Hospital, Chennai",,,,Chennai,"7, Barnaby Road",,,,600010,Tamil Nadu,,Kilpauk,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,Cosmetic and Plastic Surgery; Dentistry; Dialysis,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,OpenGovernmentData,,,node,,https://www.adityahospital.co.in/,,,,,13.0806801,80.2486159
6936359972,Kumaran Hospital Pvt.Ltd.,,,,Chennai,"214, E.V.R.Periyar Salai, Poonamalee High Road, Periyar Salai",,,,600010,Tamil Nadu,,Kilpauk,,,,hospital,,,,,,,,,,,,,,,,,kumaranhospitals@hotmail.com,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,OpenGovernmentData,,,node,,https://kumaranhospitals.com/Index.html,,,,,13.0790289,80.2490893
6936411410,Deepam Eye Hospital,,,,Chennai,"72, Medavakkam Tank Road, Near Jamai Mosque",,,,600010,Tamil Nadu,,Kilpauk,,,,hospital,,,,,,,,,,,,,,,,,deepameyehospital@gmail.com; contact@deepameyehospital.com,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,OpenGovernmentData,,,node,,http://www.deepameyehospital.com/,,,,,13.0877615,80.2423476
6936415699,Dr. A. Ramachandran's Diabetes Hospital,,,,Chennai,"28, Marshalls Road Egmore",,,,600008,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0685338,80.2579902
6936669886,K.J. Hospital,,,,Chennai,"New-182, Old-927, Poonamalee High Road, Flower Road",,,,600084,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,kjh@rediffmail.com,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,OpenGovernmentData,,,node,,http://kjhospital.net/kjhospital/Welcome.aspx,yes,,,,13.0790015,80.25267
6936684311,Kensington Hospital,,,,Chennai,"856,Poonamallee High Road, Kilpauk",,,,600010,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0788382,80.2469368
6936695126,E V Kalyani Medical Centre,,,,Chennai,4Second Street Dr Radhakrishnan Road Mylapore,,,,600004,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0427786,80.2706811
6936695226,"Sudha Hospital, Chennai",,,,Chennai,"51/18, Adam Sahib Street, Pumping Station Road, Roya Puram",,,,600013,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0791504,80.2541493
6936696196,V.K. Hospital,,,,Chennai,"No.77, Dr. Alagappa Road, Purasawalkam",,,,600084,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0816938,80.2522811
6936696229,U.K. Hospitals Pvt. Ltd.,,,,Chennai,"103/112, D- Block,1st Main Road, Annanagar East",,,,600102,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0838857,80.2252632
6936696239,"Trust Hospital, Chennai",,,,Chennai,"N0 122,Medavakkam Tank Road,Ayanavaram",,,,600023,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0892193,80.2415402
6936709086,Centre For Blood Disorders,,Chennai,,Chennai,"Old No.24, New 73, Habibullah Road, T.Nagar",,,73,600017,Tamil Nadu,Habibullah Road,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+91 44 2834 0668;+91 44 2834 5161,,,,OpenGovernmentData,,,node,,,,,,,13.0496502,80.2410582
6936738654,Roselin Gandhi Hospital,,,,Chennai,"10/18, Arumugam Street, Old Washermenpet",,,,600021,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.1166714,80.2803303
6936953154,Fertility Research Centre,,,,Chennai,"6E, Nungambakkam High Road",,,,600034,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0558855,80.2481343
6937067452,"Medindia Hospitals, Chennai",,,,Chennai,"83, Valluvarkottam High Road ( Village Road)",,,,600034,Tamil Nadu,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0606718,80.2432201
6937351599,K.K.R. ENT Hospital and Research Institute(P) Ltd,,,,Chennai,"827, Poonamallee High Road",,,274,600010,Tamil Nadu,Poonamalee High Road,,,,KKR ENT Hospital,hospital,,,,,,,,,,,,,,,,,enquiry@kkrenthospital.org,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 07:00-19:00,,,private,,,+91 44 2641 1444,,,,OpenGovernmentData,,,node,,https://www.kkrenthospital.org/,,Q30260572,,,13.0781955,80.2452886
6937814427,Balaji Hospital and Gastroenterology Center,,,,Bengaluru Urban,"#118, 5 Th Main , 7Th Cross, N R Colony , Bull Temple Road",,,,560019,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9376087,77.5666429
6937892396,Dr. B. Venkatasubbarao Memorial Hospital,,,,Bengaluru Urban,"53, 7Th Cross , 4Th Main Road, Malleswaram",,,,560003,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9981979,77.568151
6937898160,"South City Hospital, Bengaluru Urban",,,,Bengaluru Urban,"#53/1 (45), Shalini,Susheela Road,Lalbagh Upparahalli ( Lalbagh West Gate)",,,,560004,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9497745,77.5802779
6938414183,Jupiter Hospital And Institute Of Vascular Surgery,,,,Bengaluru Urban,"28, 7Th Main 9Th Cross, Malleshwaram",,,,560003,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9998457,77.5663653
6938690597,Radha Maternity and Surgical Hospital,,,,Bengaluru Urban,"No.71, Mill Road, Cottonpet",,,,560053,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9690441,77.5688544
6938690598,"Hitech Kidney Stone Hospital, Bengaluru Urban",,,,Bengaluru Urban,"No.6/7, Crescent Road Cross, Kumar Park East",,,,560001,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,Dornier AlphaLithotripsy Treatment; X-Rays; US Scan; Urologist Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,OpenGovernmentData,,,node,,http://www.hitechkidneystonehospital.org/,,,,,12.9878104,77.5809833
6938690600,Sri Dhavantari Ayurveda Hoapital,,,,Bengaluru Urban,"1033,4 Th Block Dr Rajdumar Road",,,,560010,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9822186,77.5599374
6938690603,Vaidyam Hospital,,,,Bengaluru Urban,"No. 851/D , 5Th Block , Rajajinagar , 60Th Cross",,,,560040,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9845512,77.5528322
6938690604,Suresh Hospital - Bangalore,,,,Bengaluru Urban,"723 / B Main E S I Hospital Raod, 3Road Block, Rajajinagar",,,,560010,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9897745,77.5551014
6938690614,Lakshmi Maternity Home,,,,Bengaluru Urban,"No. 95 and 96, Margosa Road, 15Th Cross, Malleswaram",,,,560055,Karnataka,,,,,,hospital,,,,,2024-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0058226,77.5694512
6938690621,Manjunatha Maternity Home and Surgical Centre,,,,Bengaluru Urban,"# 90/1, West Park Road,Between 17Th And 18Th Cross,Malleswaram",,,,560055,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,13.0077265,77.5696993
6938690626,Samprathi Eye Hospital And Squint Centre,,,,Bengaluru Urban,"# 111 Railway Parallel Road, 7 Th Cross, Kumara Park (W)",,,,560020,Karnataka,,Kumara Park (W),,,,hospital,,,,,,,,,,,,,,,,,info@squinteyehospital.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,OpenGovernmentData,,,node,,https://squinteyehospital.com/,,,,,12.9932806,77.580691
6938717990,Malleswaram Eye Day Care Hospital - Bengalore,,,,Bengaluru Urban,24/1 5Th Cross Malleswaram,,,,560003,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9966677,77.5716037
6938717991,Mahaveer Eye Hospital Private Limited,,,,Bengaluru Urban,"No.02, Sirur Park Road, Seshadripuram",,,,560020,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,OpenGovernmentData,,,node,,http://dpal.kar.nic.in/Kanunu%20padakosha%20PDF%20Files/Recognised%20Hospitals.pdf,,,,,12.9933551,77.5729595
6938717993,Bilva Hospital,,,,Bengaluru Urban,"No.21,22,2nd Main Road, Palace Guttahalli",,,,560003,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ಬಿಲ್ವಾ ಆಸ್ಪತ್ರೆ,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9989833,77.5802015
6938775840,Amar Hospital,,,,Bengaluru Urban,"7Th Cross, Rangaswamy Temple Street",,,,560053,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ಅಮರ್ ಆಸ್ಪತ್ರೆ,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9711822,77.5781228
6938775845,Retina Institute Of Karnataka,,,,Bengaluru Urban,"# 122, 5th Main Road, Chamarajpet",,,,560018,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,retinaKarnatakaa@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,OpenGovernmentData,,,node,,https://www.retinainstitute.org/,,,,,12.95727,77.5640827
6938775846,The Venlakh Hospital,,,,Bengaluru Urban,"123, 5Th Main Road, Chamarajpet",,,,560018,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9572978,77.5644522
6938775854,Vishwabharathi Hospital Pvt. Ltd,,,,Bengaluru Urban,"No.10/4 & 10/5, 3Road Main Road, Hanumanthanagar",,,,560019,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9406698,77.5644596
6938777910,National Institute of Mental Health and Neuro Sciences,,,,Bengaluru Urban,Hosur Road,,,,560029,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,rmo@nimhans.kar.nic.in;ms@nimhans.kar.nic.in,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,government,,,,,,NIMHANS,OpenGovernmentData,,,node,,https://nimhans.ac.in/,,,,,12.9386321,77.5944105
6939048258,HCG,,,,Bengaluru Urban,"No 44-45/2, 2nd Cross, Raja Rammohan Roy Extension, Opposite Double Road",,,,560027,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9605309,77.592659
6939075872,"Supriya Hospital, Bengaluru Urban",,,,Bengaluru Urban,15/1 Iyappaswamy Templestraight Road,,,,560021,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9929043,77.5588015
6939253041,Devi Eye Hospital,,,,Bengaluru Urban,"#434, 18Th Main 80 Ft Road, 6Th Block, Opp Koramangala Bus Depot",,,434,560095,Karnataka,18th Main Road,,,,,hospital,,,,,2024-01-10,,,,,,,,,,,,care@devieyehospital.in,,,,Devi Super Speciality Eye Hospital Pvt Ltd,hospital,multi speciality,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,OpenGovernmentData,,,node,,http://www.devieyehospital.in/,,,,,12.9412109,77.6238987
6939319393,Kalasa Maternity Home,,,,Bengaluru Urban,"127/1, Bull Temple Road",,,,560019,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9548208,77.5672585
6939699617,Place Guttahalli Maternity Home,,,,Bengaluru Urban,"Near Nti Qtrs, Jataka Stand, P.G.Halli, East",,,,560003,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9988238,77.5819892
6939719899,"Phoenix Hospital, Bengaluru Urban",,,,Bengaluru Urban,"26, 1st Main, 2nd Cross, Ckc Garden Off Mission Road",,,,560027,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9608027,77.5911717
6944128588,Kims Hospital and Research Centre,,,,Bengaluru Urban,"K. R. Road, V. V. Puram",,,,560004,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9563016,77.5747874
6944138103,"Karthik Hospital, Bengaluru Urban",,,,Bengaluru Urban,"56, 8Th Cross, Wilson Garden",,,,560027,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9489406,77.5949925
6944138105,Bangalore Kidney Stones Hospital,,,,Bengaluru Urban,"10, Vokkaligara Bhavana, Hudson Circle",,,,560027,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9670215,77.5892667
6944231454,Mediscope Hospital Private Limited,,,,Bengaluru Urban,Pillana Garden,,,,560045,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,OpenGovernmentData,,,node,,http://dpal.kar.nic.in/Kanunu%20padakosha%20PDF%20Files/Recognised%20Hospitals.pdf,,,,,12.9994472,77.6162584
6944239588,Manjushree Speciality Hospital,,,,Bengaluru Urban,"22/70, St. John`S Road, (Opposite R B A N M S Ground)",,,,560042,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9825845,77.6124926
6944256037,Popular Hospital,,Bangaluru,,Bengaluru Urban,"No. 16, 3Road Cross, Shankarpuram",,,16,560004,Karnataka,3rd Cross Road,,,,,hospital,,,,,,,,,,,,,,,,,,yes,,,,hospital,general,,,,,,,,,,,,,,,,,,,,,,,,Dr Lingham Murali,,private,,,,,,,local knowledge,,,node,,,,,,,12.9514854,77.5703564
6944269353,Gavipuramguttahalli Maternity Home,,,,Bengaluru Urban,"Kempegoudanagara, Near Police Station, South",,,,560018,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9526505,77.5548633
6944276882,Spine Care And Ortho Care Hospital,,,,Bengaluru Urban,"No-170, 12th, Ist Main, Near Anjaneya Temple, Opposite Karnatakaa Bank",,,,560086,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,info@bengaluruspinecare.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,OpenGovernmentData,,,node,,https://www.bengaluruspinecare.com/,,,,,12.9745134,77.5493883
6944364980,"Sadhana Eye Hospital, Bengaluru Urban",,,,Bengaluru Urban,"No. 114, 5Th Cross, Sai Baba Temple Road, Cambridge Layout, Ulsoor",,,,560008,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.970023,77.6307987
6944392363,Av Hospital,,,,Bengaluru Urban,"9, Patalamma Temple Street, Basavanagudi",,,,560004,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.938853,77.5786096
6944392364,"Balaji Hospital, K.H. Ranganath Colony",,,,Bengaluru Urban,"No. 40/1, J.J.R. Nagar Main Road, K.H. Ranganath Colony, Behind Sadarshini Hotel",,,,560018,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9632506,77.5602901
6944400815,Bhavatprabhu Hospitals Pvt Limited,,,,Bengaluru Urban,"No.2 , 8Th A Main,S.R.Nagar,Near Corporation Offices",,,,560027,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9670615,77.5903161
6944418996,Nikad Ortho Centre,,,,Bengaluru Urban,"No.1 Haudin Road, Off Ulsoor Road",,,,560042,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.975802,77.6184806
6944507652,Gunasheela Surgical and Maternity Hospital,,,,Bengaluru Urban,"1,Dewan N, Madhava Rao Road, Basavanagudi",,,,560004,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9403012,77.5764705
6944507654,"Vasan Eye Care Hospital, Jayanagar",,,,Bengaluru Urban,"No 28&29, 7Th Main Diagnal Road, Jayanagar 4Th Blook",,,,560011,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9292015,77.5819811
6944525392,"Prasad Eye Hospital, Bengaluru Urban",,,,Bengaluru Urban,"#11, Krishna Nagar Industrial Layout, D.R.C.Post,Near Christ College,Hosur",,,,560029,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9356703,77.6079905
6944888150,Jyothi The Lasik Vision Centre,,,,Bengaluru Urban,"37, M.N. Krishna Rao Road, Opp Lalbagh West Gate",,,,560004,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9496114,77.5790786
6944925493,Bengaluru West Lions Hospital,,,,Bengaluru Urban,J.C.Road,,,,560002,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,OpenGovernmentData,,,node,,http://dpal.kar.nic.in/Kanunu%20padakosha%20PDF%20Files/Recognised%20Hospitals.pdf,,,,,12.9563042,77.5830996
6945001435,Abhinava Eye Hospital,,,,Bengaluru Urban,"No. 36, Vagdevi, Shankara Park, Opposite Jnanodaya School",,,,560004,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9550181,77.5683897
6945020140,"Punarjyoti Eye Hospital, Bengaluru Urban",,,,Bengaluru Urban,"No 37, Next To Ganesha Temple Near Cubbonpet Market Near Cubbonpet Market",,,,560002,Karnataka,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,node,,,,,,,12.9685305,77.5843965
